    0.2539	    0.0010
    0.2588	    0.0024
    0.2710	    0.0029
    0.2857	    0.0029
    0.3003	    0.0039
    0.3198	    0.0029
    0.3345	    0.0039
    0.3540	    0.0029
    0.3687	    0.0029
    0.3833	    0.0024
    0.3955	    0.0024
    0.4077	    0.0024
    0.4199	    0.0024
    0.4322	    0.0020
    0.4419	    0.0015
    0.4492	    0.0020
    0.4590	    0.0015
    0.4663	    0.0015
    0.4737	    0.0015
    0.4810	    0.0010
    0.4859	    0.0010
    0.4908	    0.0010
    0.4956	    0.0015
    0.5030	    0.0005
    0.5054	    0.0005
    0.5078	    0.0010
    0.5127	    0.0005
    0.5152	    0.0010
    0.5201	    0.0005
    0.5225	    0.0005
    0.5249	    0.0005
    0.5274	    0.0005
    0.5298	    0.0005
    0.5323	    0.0005
    0.5347	    0.0005
    0.5371	0
    0.5371	    0.0005
    0.5396	0
    0.5396	    0.0005
    0.5420	    0.0005
    0.5445	0
    0.5445	    0.0005
    0.5469	0
    0.5469	    0.0005
    0.5493	0
    0.5493	    0.0005
    0.5518	0
    0.5518	0
    0.5518	    0.0005
    0.5542	    0.0005
    0.5567	0
    0.5567	0
    0.5567	0
    0.5567	    0.0005
    0.5591	0
    0.5591	0
    0.5591	0
    0.5591	    0.0005
    0.5616	0
    0.5616	0
    0.5616	0
    0.5616	0
    0.5616	0
    0.5616	0
    0.5616	0
    0.5616	    0.0005
    0.5640	0
    0.5640	0
    0.5640	0
    0.5640	0
    0.5640	0
    0.5640	    0.0005
    0.5664	   -0.0005
    0.5640	    0.0005
    0.5664	0
    0.5664	0
    0.5664	0
    0.5664	0
    0.5664	    0.0005
    0.5689	0
    0.5689	0
    0.5689	0
    0.5689	0
    0.5689	0
    0.5689	    0.0005
    0.5713	0
    0.5713	   -0.0005
    0.5689	    0.0005
    0.5713	0
    0.5713	   -0.0005
    0.5689	    0.0005
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	    0.0005
    0.5738	0
    0.5738	   -0.0005
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
    0.5713	0
